2024-06-13 10:21:06,812 INFO    StreamThr :820 [internal.py:wandb_internal():86] W&B internal server running at pid: 820, started at: 2024-06-13 10:21:06.812632
2024-06-13 10:21:06,813 DEBUG   HandlerThread:820 [handler.py:handle_request():144] handle_request: status
2024-06-13 10:21:06,814 INFO    WriterThread:820 [datastore.py:open_for_write():85] open: /Users/kenzoclauw/Projects/research/git/unsupervised-skill-discovery/outputs/2024-06-13/10-21-05/wandb/run-20240613_102106-uh2akt5z/run-uh2akt5z.wandb
2024-06-13 10:21:06,815 DEBUG   SenderThread:820 [sender.py:send():375] send: header
2024-06-13 10:21:06,835 DEBUG   SenderThread:820 [sender.py:send():375] send: run
2024-06-13 10:21:07,308 INFO    SenderThread:820 [dir_watcher.py:__init__():219] watching files in: /Users/kenzoclauw/Projects/research/git/unsupervised-skill-discovery/outputs/2024-06-13/10-21-05/wandb/run-20240613_102106-uh2akt5z/files
2024-06-13 10:21:07,309 INFO    SenderThread:820 [sender.py:_start_run_threads():1124] run started: uh2akt5z with start time 1718266866.810258
2024-06-13 10:21:07,309 DEBUG   SenderThread:820 [sender.py:send_request():402] send_request: summary_record
2024-06-13 10:21:07,309 INFO    SenderThread:820 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2024-06-13 10:21:07,313 DEBUG   HandlerThread:820 [handler.py:handle_request():144] handle_request: check_version
2024-06-13 10:21:07,313 DEBUG   SenderThread:820 [sender.py:send_request():402] send_request: check_version
2024-06-13 10:21:07,465 DEBUG   HandlerThread:820 [handler.py:handle_request():144] handle_request: run_start
2024-06-13 10:21:07,472 DEBUG   HandlerThread:820 [system_info.py:__init__():31] System info init
2024-06-13 10:21:07,473 DEBUG   HandlerThread:820 [system_info.py:__init__():46] System info init done
2024-06-13 10:21:07,473 INFO    HandlerThread:820 [system_monitor.py:start():181] Starting system monitor
2024-06-13 10:21:07,473 INFO    SystemMonitor:820 [system_monitor.py:_start():145] Starting system asset monitoring threads
2024-06-13 10:21:07,473 INFO    HandlerThread:820 [system_monitor.py:probe():201] Collecting system info
2024-06-13 10:21:07,473 INFO    SystemMonitor:820 [interfaces.py:start():190] Started cpu monitoring
2024-06-13 10:21:07,474 INFO    SystemMonitor:820 [interfaces.py:start():190] Started disk monitoring
2024-06-13 10:21:07,476 DEBUG   HandlerThread:820 [system_info.py:probe():195] Probing system
2024-06-13 10:21:07,476 INFO    SystemMonitor:820 [interfaces.py:start():190] Started gpuapple monitoring
2024-06-13 10:21:07,477 INFO    SystemMonitor:820 [interfaces.py:start():190] Started memory monitoring
2024-06-13 10:21:07,477 INFO    SystemMonitor:820 [interfaces.py:start():190] Started network monitoring
2024-06-13 10:21:07,481 DEBUG   HandlerThread:820 [system_info.py:_probe_git():180] Probing git
2024-06-13 10:21:07,509 DEBUG   HandlerThread:820 [system_info.py:_probe_git():188] Probing git done
2024-06-13 10:21:07,509 DEBUG   HandlerThread:820 [system_info.py:probe():240] Probing system done
2024-06-13 10:21:07,509 DEBUG   HandlerThread:820 [system_monitor.py:probe():210] {'os': 'macOS-13.4-arm64-arm-64bit', 'python': '3.11.7', 'heartbeatAt': '2024-06-13T08:21:07.476463', 'startedAt': '2024-06-13T08:21:06.794025', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/kenzoclauw/Projects/research/git/unsupervised-skill-discovery/src/pretrain.py', 'codePath': 'src/pretrain.py', 'git': {'remote': 'https://github.com/kclauw/unsupervised-skill-discovery.git', 'commit': 'dec34db41df5c08076a668ce3e93675676292085'}, 'email': 'kenzoclauw@gmail.com', 'root': '/Users/kenzoclauw/Projects/research/git/unsupervised-skill-discovery', 'host': 'Kenzos-MacBook-Pro.local', 'username': 'kenzoclauw', 'executable': '/opt/homebrew/anaconda3/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'cpu_freq': {'current': 3228, 'min': 600, 'max': 3228}, 'cpu_freq_per_core': [{'current': 3228, 'min': 600, 'max': 3228}], 'disk': {'total': 460.4317207336426, 'used': 11.196495056152344}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2024-06-13 10:21:07,509 INFO    HandlerThread:820 [system_monitor.py:probe():211] Finished collecting system info
2024-06-13 10:21:07,509 INFO    HandlerThread:820 [system_monitor.py:probe():214] Publishing system info
2024-06-13 10:21:07,509 DEBUG   HandlerThread:820 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2024-06-13 10:21:07,510 DEBUG   HandlerThread:820 [system_info.py:_save_pip():67] Saving pip packages done
2024-06-13 10:21:07,510 DEBUG   HandlerThread:820 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2024-06-13 10:21:08,314 INFO    Thread-12 :820 [dir_watcher.py:_on_file_created():278] file/dir created: /Users/kenzoclauw/Projects/research/git/unsupervised-skill-discovery/outputs/2024-06-13/10-21-05/wandb/run-20240613_102106-uh2akt5z/files/wandb-summary.json
2024-06-13 10:21:08,314 INFO    Thread-12 :820 [dir_watcher.py:_on_file_created():278] file/dir created: /Users/kenzoclauw/Projects/research/git/unsupervised-skill-discovery/outputs/2024-06-13/10-21-05/wandb/run-20240613_102106-uh2akt5z/files/conda-environment.yaml
2024-06-13 10:21:08,314 INFO    Thread-12 :820 [dir_watcher.py:_on_file_created():278] file/dir created: /Users/kenzoclauw/Projects/research/git/unsupervised-skill-discovery/outputs/2024-06-13/10-21-05/wandb/run-20240613_102106-uh2akt5z/files/requirements.txt
2024-06-13 10:21:12,645 DEBUG   HandlerThread:820 [system_info.py:_save_conda():86] Saving conda packages done
2024-06-13 10:21:12,645 INFO    HandlerThread:820 [system_monitor.py:probe():216] Finished publishing system info
2024-06-13 10:21:12,655 DEBUG   HandlerThread:820 [handler.py:handle_request():144] handle_request: status_report
2024-06-13 10:21:12,655 DEBUG   HandlerThread:820 [handler.py:handle_request():144] handle_request: keepalive
2024-06-13 10:21:12,655 DEBUG   SenderThread:820 [sender.py:send():375] send: files
2024-06-13 10:21:12,655 INFO    SenderThread:820 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2024-06-13 10:21:12,658 DEBUG   HandlerThread:820 [handler.py:handle_request():144] handle_request: stop_status
2024-06-13 10:21:12,659 DEBUG   SenderThread:820 [sender.py:send_request():402] send_request: stop_status
2024-06-13 10:21:12,974 DEBUG   SenderThread:820 [sender.py:send():375] send: telemetry
2024-06-13 10:21:12,975 DEBUG   SenderThread:820 [sender.py:send():375] send: exit
2024-06-13 10:21:12,975 INFO    SenderThread:820 [sender.py:send_exit():598] handling exit code: 0
2024-06-13 10:21:12,975 INFO    SenderThread:820 [sender.py:send_exit():600] handling runtime: 5
2024-06-13 10:21:12,976 INFO    SenderThread:820 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2024-06-13 10:21:12,976 INFO    SenderThread:820 [sender.py:send_exit():606] send defer
2024-06-13 10:21:12,976 DEBUG   HandlerThread:820 [handler.py:handle_request():144] handle_request: defer
2024-06-13 10:21:12,976 INFO    HandlerThread:820 [handler.py:handle_request_defer():170] handle defer: 0
2024-06-13 10:21:12,976 DEBUG   SenderThread:820 [sender.py:send_request():402] send_request: defer
2024-06-13 10:21:12,976 INFO    SenderThread:820 [sender.py:send_request_defer():622] handle sender defer: 0
2024-06-13 10:21:12,976 INFO    SenderThread:820 [sender.py:transition_state():626] send defer: 1
2024-06-13 10:21:12,977 DEBUG   HandlerThread:820 [handler.py:handle_request():144] handle_request: defer
2024-06-13 10:21:12,977 INFO    HandlerThread:820 [handler.py:handle_request_defer():170] handle defer: 1
2024-06-13 10:21:12,977 DEBUG   SenderThread:820 [sender.py:send_request():402] send_request: defer
2024-06-13 10:21:12,977 INFO    SenderThread:820 [sender.py:send_request_defer():622] handle sender defer: 1
2024-06-13 10:21:12,977 INFO    SenderThread:820 [sender.py:transition_state():626] send defer: 2
2024-06-13 10:21:12,977 DEBUG   HandlerThread:820 [handler.py:handle_request():144] handle_request: defer
2024-06-13 10:21:12,977 INFO    HandlerThread:820 [handler.py:handle_request_defer():170] handle defer: 2
2024-06-13 10:21:12,977 INFO    HandlerThread:820 [system_monitor.py:finish():190] Stopping system monitor
2024-06-13 10:21:12,977 INFO    HandlerThread:820 [interfaces.py:finish():202] Joined cpu monitor
2024-06-13 10:21:12,977 DEBUG   SystemMonitor:820 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2024-06-13 10:21:12,978 INFO    HandlerThread:820 [interfaces.py:finish():202] Joined disk monitor
2024-06-13 10:21:12,978 DEBUG   SystemMonitor:820 [system_monitor.py:_start():166] Finished system metrics aggregation loop
2024-06-13 10:21:12,978 INFO    HandlerThread:820 [interfaces.py:finish():202] Joined gpuapple monitor
2024-06-13 10:21:12,978 DEBUG   SystemMonitor:820 [system_monitor.py:_start():170] Publishing last batch of metrics
2024-06-13 10:21:12,978 INFO    HandlerThread:820 [interfaces.py:finish():202] Joined memory monitor
2024-06-13 10:21:12,979 INFO    HandlerThread:820 [interfaces.py:finish():202] Joined network monitor
2024-06-13 10:21:12,980 DEBUG   SenderThread:820 [sender.py:send_request():402] send_request: defer
2024-06-13 10:21:12,980 INFO    SenderThread:820 [sender.py:send_request_defer():622] handle sender defer: 2
2024-06-13 10:21:12,980 INFO    SenderThread:820 [sender.py:transition_state():626] send defer: 3
2024-06-13 10:21:12,980 DEBUG   SenderThread:820 [sender.py:send():375] send: telemetry
2024-06-13 10:21:12,980 DEBUG   SenderThread:820 [sender.py:send():375] send: stats
2024-06-13 10:21:12,980 DEBUG   HandlerThread:820 [handler.py:handle_request():144] handle_request: defer
2024-06-13 10:21:12,981 INFO    HandlerThread:820 [handler.py:handle_request_defer():170] handle defer: 3
2024-06-13 10:21:12,981 DEBUG   SenderThread:820 [sender.py:send_request():402] send_request: defer
2024-06-13 10:21:12,981 INFO    SenderThread:820 [sender.py:send_request_defer():622] handle sender defer: 3
2024-06-13 10:21:12,981 INFO    SenderThread:820 [sender.py:transition_state():626] send defer: 4
2024-06-13 10:21:12,981 DEBUG   HandlerThread:820 [handler.py:handle_request():144] handle_request: defer
2024-06-13 10:21:12,981 INFO    HandlerThread:820 [handler.py:handle_request_defer():170] handle defer: 4
2024-06-13 10:21:12,981 DEBUG   SenderThread:820 [sender.py:send_request():402] send_request: defer
2024-06-13 10:21:12,981 INFO    SenderThread:820 [sender.py:send_request_defer():622] handle sender defer: 4
2024-06-13 10:21:12,981 INFO    SenderThread:820 [sender.py:transition_state():626] send defer: 5
2024-06-13 10:21:12,981 DEBUG   HandlerThread:820 [handler.py:handle_request():144] handle_request: defer
2024-06-13 10:21:12,981 INFO    HandlerThread:820 [handler.py:handle_request_defer():170] handle defer: 5
2024-06-13 10:21:12,981 DEBUG   SenderThread:820 [sender.py:send():375] send: summary
2024-06-13 10:21:12,982 INFO    SenderThread:820 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2024-06-13 10:21:12,982 DEBUG   SenderThread:820 [sender.py:send_request():402] send_request: defer
2024-06-13 10:21:12,982 INFO    SenderThread:820 [sender.py:send_request_defer():622] handle sender defer: 5
2024-06-13 10:21:12,982 INFO    SenderThread:820 [sender.py:transition_state():626] send defer: 6
2024-06-13 10:21:12,982 DEBUG   HandlerThread:820 [handler.py:handle_request():144] handle_request: defer
2024-06-13 10:21:12,982 INFO    HandlerThread:820 [handler.py:handle_request_defer():170] handle defer: 6
2024-06-13 10:21:12,982 DEBUG   SenderThread:820 [sender.py:send_request():402] send_request: defer
2024-06-13 10:21:12,982 INFO    SenderThread:820 [sender.py:send_request_defer():622] handle sender defer: 6
2024-06-13 10:21:12,984 DEBUG   HandlerThread:820 [handler.py:handle_request():144] handle_request: status_report
2024-06-13 10:21:13,176 INFO    SenderThread:820 [sender.py:transition_state():626] send defer: 7
2024-06-13 10:21:13,177 DEBUG   HandlerThread:820 [handler.py:handle_request():144] handle_request: defer
2024-06-13 10:21:13,177 INFO    HandlerThread:820 [handler.py:handle_request_defer():170] handle defer: 7
2024-06-13 10:21:13,177 DEBUG   SenderThread:820 [sender.py:send_request():402] send_request: defer
2024-06-13 10:21:13,177 INFO    SenderThread:820 [sender.py:send_request_defer():622] handle sender defer: 7
2024-06-13 10:21:13,177 INFO    SenderThread:820 [sender.py:transition_state():626] send defer: 8
